Team 1,Team 2,Winner,Ground,Match Date,Margin Value,Margin Type
Kenya,Zimbabwe,no result,Patna,26-02-96,8,wickets
Pakistan,Netherlands,Pakistan,Lahore,26-02-96,8,wickets
India,Australia,Australia,Mumbai,27-02-96,16,runs
Kenya,Zimbabwe,Zimbabwe,Patna,27-02-96,5,wickets
New Zealand,U.A.E.,New Zealand,Faisalabad,27-02-96,109,runs
Kenya,West Indies,Kenya,Pune,29-02-96,73,runs
Pakistan,South Africa,South Africa,Karachi,29-02-96,5,wickets
Netherlands,U.A.E.,U.A.E.,Lahore,01-03-96,7,wickets
Australia,Zimbabwe,Australia,Nagpur,01-03-96,8,wickets
India,Sri Lanka,Sri Lanka,Delhi,02-03-96,6,wickets
Pakistan,England,Pakistan,Karachi,03-03-96,7,wickets
Australia,West Indies,West Indies,Jaipur,04-03-96,4,wickets
Netherlands,South Africa,South Africa,Rawalpindi,05-03-96,160,runs
India,Zimbabwe,India,Kanpur,06-03-96,40,runs
Sri Lanka,Kenya,Sri Lanka,Kandy,06-03-96,144,runs
Pakistan,New Zealand,Pakistan,Lahore,06-03-96,46,runs
England,Sri Lanka,Sri Lanka,Faisalabad,09-03-96,5,wickets
India,Pakistan,India,Bengaluru,09-03-96,39,runs
Australia,New Zealand,Australia,Chennai,11-03-96,6,wickets
South Africa,West Indies,West Indies,Karachi,11-03-96,19,runs
India,Sri Lanka,Sri Lanka,Kolkata,13-03-96,12,runs
Australia,West Indies,Australia,Mohali,14-03-96,5,runs
Australia,Sri Lanka,Sri Lanka,Lahore,17-03-96,7,wickets
West Indies,New Zealand,West Indies,Kingston,26-03-96,1,wicket
West Indies,New Zealand,New Zealand,Port of Spain,29-03-96,4,wickets
West Indies,New Zealand,West Indies,Port of Spain,30-03-96,7,wickets
Pakistan,Sri Lanka,no result,Singapore,01-04-96,20,wickets
Pakistan,Sri Lanka,Sri Lanka,Singapore,02-04-96,34,runs
India,Sri Lanka,India,Singapore,03-04-96,12,runs
West Indies,New Zealand,New Zealand,Georgetown,03-04-96,4,runs
India,Pakistan,Pakistan,Singapore,05-04-96,8,wickets
West Indies,New Zealand,West Indies,Kingstown,06-04-96,7,wickets
Pakistan,Sri Lanka,Pakistan,Singapore,07-04-96,43,runs
India,Pakistan,Pakistan,Sharjah,12-04-96,38,runs
West Indies,Sri Lanka,Sri Lanka,Port of Spain,13-04-96,35,runs
Pakistan,South Africa,South Africa,Sharjah,13-04-96,143,runs
India,South Africa,South Africa,Sharjah,14-04-96,80,runs
India,Pakistan,India,Sharjah,15-04-96,28,runs
Pakistan,South Africa,South Africa,Sharjah,16-04-96,8,wickets
India,South Africa,South Africa,Sharjah,17-04-96,5,wickets
India,South Africa,South Africa,Sharjah,19-04-96,38,runs
England,India,England,Leeds,25-05-96,6,wickets
Australia,Zimbabwe,Australia,Colombo (RPS),26-08-96,125,runs
Sri Lanka,India,Sri Lanka,Colombo (RPS),28-08-96,9,wickets
England,Pakistan,England,Manchester,29-08-96,5,wickets
Sri Lanka,Australia,Sri Lanka,Colombo (RPS),30-08-96,4,wickets
England,Pakistan,England,Birmingham,31-08-96,107,runs
India,Zimbabwe,India,Colombo (SSC),01-09-96,7,wickets
England,Pakistan,Pakistan,Nottingham,01-09-96,2,wickets
Sri Lanka,Zimbabwe,Sri Lanka,Colombo (SSC),03-09-96,6,wickets
Australia,India,Australia,Colombo (SSC),06-09-96,3,wickets
Sri Lanka,Australia,Sri Lanka,Colombo (RPS),07-09-96,50,runs
India,Pakistan,India,Toronto,16-09-96,8,wickets
India,Pakistan,Pakistan,Toronto,17-09-96,2,wickets
India,Pakistan,India,Toronto,18-09-96,55,runs
India,Pakistan,Pakistan,Toronto,21-09-96,97,runs
India,Pakistan,Pakistan,Toronto,23-09-96,52,runs
Kenya,Sri Lanka,Sri Lanka,Nairobi (Gym),28-09-96,7,wickets
Pakistan,South Africa,South Africa,Nairobi (Gym),29-09-96,62,runs
South Africa,Sri Lanka,Sri Lanka,Nairobi (Club),01-10-96,2,wickets
Kenya,Pakistan,Pakistan,Nairobi (Aga),02-10-96,4,wickets
Kenya,South Africa,South Africa,Nairobi (Gym),03-10-96,202,runs
Pakistan,Sri Lanka,Pakistan,Nairobi (Gym),04-10-96,82,runs
Pakistan,South Africa,South Africa,Nairobi (Gym),06-10-96,7,wickets
India,South Africa,South Africa,Hyderabad (Deccan),17-10-96,47,runs
Australia,South Africa,South Africa,Indore,19-10-96,7,wickets
India,Australia,India,Bengaluru,21-10-96,2,wickets
India,South Africa,South Africa,Jaipur,23-10-96,27,runs
Australia,South Africa,South Africa,Faridabad,25-10-96,2,wickets
India,South Africa,South Africa,Rajkot,29-10-96,5,wickets
Pakistan,Zimbabwe,Pakistan,Quetta,30-10-96,3,wickets
Australia,South Africa,South Africa,Guwahati,01-11-96,8,wickets
Pakistan,Zimbabwe,Pakistan,Lahore,01-11-96,9,wickets
Pakistan,Zimbabwe,Pakistan,Peshawar,03-11-96,78,runs
India,Australia,India,Mohali,03-11-96,5,runs
India,South Africa,India,Mumbai,06-11-96,35,runs
New Zealand,Sri Lanka,New Zealand,Sharjah,07-11-96,29,runs
Pakistan,Sri Lanka,Sri Lanka,Sharjah,08-11-96,75,runs
New Zealand,Pakistan,Pakistan,Sharjah,10-11-96,4,wickets
New Zealand,Sri Lanka,tied,Sharjah,11-11-96,6,wickets
Pakistan,Sri Lanka,Pakistan,Sharjah,12-11-96,8,wickets
New Zealand,Pakistan,Pakistan,Sharjah,13-11-96,4,wickets
New Zealand,Pakistan,Pakistan,Sharjah,15-11-96,41,runs
Pakistan,New Zealand,Pakistan,Gujranwala,04-12-96,11,runs
Pakistan,New Zealand,Pakistan,Sialkot,06-12-96,46,runs
Australia,West Indies,Australia,Melbourne,06-12-96,5,wickets
Australia,West Indies,Australia,Sydney,08-12-96,8,wickets
Pakistan,New Zealand,New Zealand,Karachi,08-12-96,7,wickets
India,South Africa,India,Mumbai,14-12-96,74,runs
Australia,Pakistan,Pakistan,Adelaide,15-12-96,12,runs
Zimbabwe,England,Zimbabwe,Bulawayo,15-12-96,2,wickets
Pakistan,West Indies,West Indies,Adelaide,17-12-96,7,wickets
Australia,Pakistan,Pakistan,Sydney,01-01-97,4,wickets
Zimbabwe,England,Zimbabwe,Harare,01-01-97,7,runs
Zimbabwe,England,Zimbabwe,Harare,03-01-97,131,runs
Pakistan,West Indies,West Indies,Brisbane,03-01-97,6,wickets
Australia,West Indies,West Indies,Brisbane,05-01-97,7,wickets
Australia,Pakistan,Pakistan,Hobart,07-01-97,29,runs
Pakistan,West Indies,West Indies,Perth,10-01-97,5,wickets
Australia,West Indies,West Indies,Perth,12-01-97,4,wickets
Pakistan,West Indies,Pakistan,Sydney,14-01-97,8,wickets
Australia,Pakistan,Australia,Melbourne,16-01-97,3,wickets
Pakistan,West Indies,Pakistan,Sydney,18-01-97,4,wickets
Pakistan,West Indies,Pakistan,Melbourne,20-01-97,62,runs
South Africa,India,South Africa,Bloemfontein,23-01-97,39,runs
South Africa,Zimbabwe,South Africa,Centurion,25-01-97,5,wickets
India,Zimbabwe,tied,Paarl,27-01-97,5,wickets
South Africa,Zimbabwe,South Africa,Cape Town,29-01-97,5,wickets
South Africa,Zimbabwe,South Africa,Johannesburg,31-01-97,4,wickets
South Africa,India,South Africa,Port Elizabeth,02-02-97,6,wickets
South Africa,India,South Africa,East London,04-02-97,6,wickets
India,Zimbabwe,Zimbabwe,Centurion,07-02-97,3,wickets
India,Zimbabwe,India,Benoni,09-02-97,6,wickets
South Africa,India,no result,Durban,12-02-97,12,wickets
South Africa,India,South Africa,Durban,13-02-97,17,runs
Zimbabwe,India,Zimbabwe,Bulawayo,15-02-97,8,wickets
New Zealand,England,England,Christchurch,20-02-97,4,wickets
New Zealand,England,England,Auckland,23-02-97,6,wickets
New Zealand,England,tied,Napier,26-02-97,8,wickets
New Zealand,England,New Zealand,Auckland,02-03-97,9,runs
New Zealand,England,New Zealand,Wellington,04-03-97,28,runs
New Zealand,Sri Lanka,Sri Lanka,Christchurch,25-03-97,6,wickets
New Zealand,Sri Lanka,New Zealand,Wellington,27-03-97,69,runs
South Africa,Australia,South Africa,East London,29-03-97,6,wickets
South Africa,Australia,Australia,Port Elizabeth,31-03-97,7,wickets
South Africa,Australia,South Africa,Cape Town,02-04-97,46,runs
Sri Lanka,Zimbabwe,Sri Lanka,Sharjah,03-04-97,7,wickets
Pakistan,Sri Lanka,Sri Lanka,Sharjah,04-04-97,19,runs
South Africa,Australia,Australia,Durban,05-04-97,15,runs
Pakistan,Zimbabwe,Pakistan,Sharjah,06-04-97,93,runs
Pakistan,Sri Lanka,Sri Lanka,Sharjah,07-04-97,51,runs
Sri Lanka,Zimbabwe,Zimbabwe,Sharjah,08-04-97,50,runs
South Africa,Australia,Australia,Johannesburg,08-04-97,8,runs
Pakistan,Zimbabwe,Pakistan,Sharjah,09-04-97,32,runs
South Africa,Australia,Australia,Centurion,10-04-97,5,wickets
Pakistan,Sri Lanka,Sri Lanka,Sharjah,11-04-97,4,wickets
South Africa,Australia,South Africa,Bloemfontein,13-04-97,109,runs
West Indies,India,West Indies,Port of Spain,26-04-97,8,wickets
West Indies,India,India,Port of Spain,27-04-97,10,wickets
West Indies,India,West Indies,Kingstown,30-04-97,18,runs
West Indies,India,West Indies,Bridgetown,03-05-97,10,wickets
New Zealand,Pakistan,New Zealand,Mohali,09-05-97,22,runs
Pakistan,Sri Lanka,Pakistan,Gwalior,12-05-97,30,runs
India,New Zealand,India,Bengaluru,14-05-97,8,wickets
India,Sri Lanka,Sri Lanka,Mumbai,17-05-97,5,wickets
New Zealand,Sri Lanka,Sri Lanka,Hyderabad (Deccan),20-05-97,52,runs
India,Pakistan,Pakistan,Chennai,21-05-97,35,runs
England,Australia,England,Leeds,22-05-97,6,wickets
Pakistan,Sri Lanka,Sri Lanka,Mohali,24-05-97,115,runs
England,Australia,England,The Oval,24-05-97,6,wickets
England,Australia,England,Lord's,25-05-97,6,wickets
Pakistan,Sri Lanka,Sri Lanka,Kolkata,27-05-97,85,runs
West Indies,Sri Lanka,West Indies,Port of Spain,06-06-97,35,runs
Sri Lanka,Pakistan,Sri Lanka,Colombo (RPS),14-07-97,15,runs
Bangladesh,Pakistan,Pakistan,Colombo (RPS),16-07-97,109,runs
Sri Lanka,India,Sri Lanka,Colombo (RPS),18-07-97,6,wickets
India,Pakistan,no result,Colombo (SSC),20-07-97,54,wickets
Sri Lanka,Bangladesh,Sri Lanka,Colombo (SSC),22-07-97,103,runs
Bangladesh,India,India,Colombo (SSC),24-07-97,9,wickets
Sri Lanka,India,Sri Lanka,Colombo (RPS),26-07-97,8,wickets
Sri Lanka,India,Sri Lanka,Colombo (RPS),17-08-97,2,runs
Sri Lanka,India,Sri Lanka,Colombo (RPS),20-08-97,7,wickets
Sri Lanka,India,no result,Colombo (SSC),23-08-97,8,wickets
Sri Lanka,India,Sri Lanka,Colombo (SSC),24-08-97,9,runs
India,Pakistan,India,Toronto,13-09-97,20,runs
India,Pakistan,India,Toronto,14-09-97,7,wickets
India,Pakistan,no result,Toronto,17-09-97,20,wickets
India,Pakistan,India,Toronto,18-09-97,34,runs
India,Pakistan,India,Toronto,20-09-97,7,wickets
India,Pakistan,Pakistan,Toronto,21-09-97,5,wickets
Pakistan,India,Pakistan,Hyderabad (Sind),28-09-97,5,wickets
Pakistan,India,India,Karachi,30-09-97,4,wickets
Zimbabwe,New Zealand,tied,Bulawayo,01-10-97,6,wickets
Pakistan,India,Pakistan,Lahore,02-10-97,9,wickets
Zimbabwe,New Zealand,Zimbabwe,Harare,04-10-97,3,wickets
Zimbabwe,New Zealand,New Zealand,Harare,05-10-97,83,runs
Kenya,Bangladesh,Kenya,Nairobi (Gym),10-10-97,150,runs
Bangladesh,Zimbabwe,Zimbabwe,Nairobi (Gym),11-10-97,48,runs
Kenya,Zimbabwe,Zimbabwe,Nairobi (Gym),12-10-97,6,wickets
Bangladesh,Zimbabwe,Zimbabwe,Nairobi (Aga),14-10-97,192,runs
Kenya,Bangladesh,Kenya,Nairobi (Aga),15-10-97,8,wickets
Kenya,Zimbabwe,Zimbabwe,Nairobi (Aga),16-10-97,7,wickets
Kenya,Zimbabwe,Zimbabwe,Nairobi (Gym),18-10-97,83,runs
Kenya,Zimbabwe,Zimbabwe,Nairobi (Gym),19-10-97,82,runs
Sri Lanka,West Indies,Sri Lanka,Lahore,01-11-97,7,wickets
Pakistan,South Africa,South Africa,Lahore,02-11-97,9,runs
South Africa,West Indies,South Africa,Lahore,03-11-97,5,wickets
Pakistan,West Indies,Pakistan,Lahore,04-11-97,8,wickets
Pakistan,Sri Lanka,Sri Lanka,Lahore,05-11-97,8,wickets
South Africa,Sri Lanka,South Africa,Lahore,06-11-97,66,runs
South Africa,Sri Lanka,South Africa,Lahore,08-11-97,4,wickets
Australia,South Africa,South Africa,Sydney,04-12-97,67,runs
New Zealand,South Africa,New Zealand,Adelaide,06-12-97,47,runs
Australia,New Zealand,Australia,Adelaide,07-12-97,3,wickets
Australia,South Africa,South Africa,Melbourne,09-12-97,45,runs
New Zealand,South Africa,South Africa,Hobart,11-12-97,1,run
England,India,England,Sharjah,11-12-97,7,runs
Pakistan,West Indies,West Indies,Sharjah,12-12-97,43,runs
England,West Indies,England,Sharjah,13-12-97,4,wickets
India,Pakistan,Pakistan,Sharjah,14-12-97,4,wickets
England,Pakistan,England,Sharjah,15-12-97,8,runs
India,West Indies,West Indies,Sharjah,16-12-97,41,runs
Australia,New Zealand,Australia,Melbourne,17-12-97,6,wickets
England,West Indies,England,Sharjah,19-12-97,3,wickets
India,Sri Lanka,India,Guwahati,22-12-97,7,wickets
India,Sri Lanka,no result,Indore,25-12-97,6,wickets
India,Sri Lanka,Sri Lanka,Margao,28-12-97,5,wickets
New Zealand,South Africa,South Africa,Brisbane,09-01-98,2,runs
Bangladesh,India,India,Dhaka,10-01-98,4,wickets
India,Pakistan,India,Dhaka,11-01-98,18,runs
Australia,South Africa,South Africa,Brisbane,11-01-98,5,wickets
Bangladesh,Pakistan,Pakistan,Dhaka,12-01-98,9,wickets
India,Pakistan,India,Dhaka,14-01-98,8,wickets
Australia,New Zealand,Australia,Sydney,14-01-98,131,runs
India,Pakistan,Pakistan,Dhaka,16-01-98,6,wickets
New Zealand,South Africa,South Africa,Perth,16-01-98,67,runs
India,Pakistan,India,Dhaka,18-01-98,3,wickets
Australia,South Africa,South Africa,Perth,18-01-98,7,wickets
Australia,New Zealand,New Zealand,Melbourne,21-01-98,4,wickets
Sri Lanka,Zimbabwe,Sri Lanka,Colombo (SSC),22-01-98,5,wickets
Australia,South Africa,South Africa,Melbourne,23-01-98,6,runs
Sri Lanka,Zimbabwe,Sri Lanka,Colombo (RPS),24-01-98,5,wickets
Sri Lanka,Zimbabwe,Sri Lanka,Colombo (SSC),26-01-98,4,wickets
Australia,South Africa,Australia,Sydney,26-01-98,7,wickets
Australia,South Africa,Australia,Sydney,27-01-98,14,runs
New Zealand,Zimbabwe,New Zealand,Hamilton,04-02-98,40,runs
New Zealand,Zimbabwe,New Zealand,Wellington,06-02-98,8,wickets
New Zealand,Australia,Australia,Christchurch,08-02-98,7,wickets
New Zealand,Australia,Australia,Wellington,10-02-98,66,runs
New Zealand,Australia,New Zealand,Napier,12-02-98,7,wickets
New Zealand,Australia,New Zealand,Auckland,14-02-98,30,runs
New Zealand,Zimbabwe,Zimbabwe,Christchurch,04-03-98,1,run
New Zealand,Zimbabwe,New Zealand,Napier,06-03-98,9,wickets
New Zealand,Zimbabwe,New Zealand,Auckland,08-03-98,2,runs
Zimbabwe,Pakistan,Pakistan,Harare,28-03-98,4,wickets
Zimbabwe,Pakistan,Pakistan,Harare,29-03-98,4,wickets
West Indies,England,England,Bridgetown,29-03-98,16,runs
West Indies,England,West Indies,Bridgetown,01-04-98,1,wicket
India,Australia,India,Kochi,01-04-98,41,runs
Australia,Zimbabwe,Australia,Ahmedabad,03-04-98,13,runs
South Africa,Pakistan,South Africa,Durban,03-04-98,52,runs
West Indies,England,West Indies,Kingstown,04-04-98,5,wickets
India,Zimbabwe,India,Vadodara,05-04-98,13,runs
South Africa,Sri Lanka,South Africa,Johannesburg,05-04-98,57,runs
West Indies,England,West Indies,Kingstown,05-04-98,4,wickets
India,Australia,India,Kanpur,07-04-98,6,wickets
Pakistan,Sri Lanka,Pakistan,Kimberley,07-04-98,4,wickets
West Indies,England,West Indies,Port of Spain,08-04-98,57,runs
Pakistan,Sri Lanka,Pakistan,Paarl,09-04-98,110,runs
India,Zimbabwe,India,Cuttack,09-04-98,32,runs
Australia,Zimbabwe,Australia,Delhi,11-04-98,16,runs
South Africa,Pakistan,South Africa,East London,11-04-98,3,wickets
South Africa,Sri Lanka,Sri Lanka,Port Elizabeth,13-04-98,6,wickets
India,Australia,Australia,Delhi,14-04-98,4,wickets
Pakistan,Sri Lanka,Sri Lanka,Benoni,15-04-98,115,runs
South Africa,Pakistan,South Africa,Centurion,17-04-98,7,wickets
India,New Zealand,India,Sharjah,17-04-98,15,runs
Australia,New Zealand,Australia,Sharjah,18-04-98,6,wickets
South Africa,Sri Lanka,South Africa,Bloemfontein,19-04-98,5,wickets
Australia,India,Australia,Sharjah,19-04-98,58,runs
India,New Zealand,New Zealand,Sharjah,20-04-98,4,wickets
Australia,New Zealand,Australia,Sharjah,21-04-98,5,wickets
Australia,India,Australia,Sharjah,22-04-98,26,runs
South Africa,Pakistan,South Africa,Cape Town,23-04-98,9,wickets
Australia,India,India,Sharjah,24-04-98,6,wickets
India,Bangladesh,India,Mohali,14-05-98,5,wickets
Bangladesh,Kenya,Bangladesh,Hyderabad (Deccan),17-05-98,6,wickets
India,Kenya,India,Bengaluru,20-05-98,4,wickets
England,South Africa,South Africa,The Oval,21-05-98,3,wickets
Bangladesh,Kenya,Kenya,Chennai,23-05-98,28,runs
England,South Africa,South Africa,Manchester,23-05-98,32,runs
England,South Africa,England,Leeds,24-05-98,7,wickets
India,Bangladesh,India,Mumbai,25-05-98,5,wickets
India,Kenya,Kenya,Gwalior,28-05-98,69,runs
India,Kenya,India,Kolkata,31-05-98,9,wickets
Sri Lanka,India,India,Colombo (RPS),19-06-98,8,wickets
Sri Lanka,New Zealand,Sri Lanka,Colombo (RPS),21-06-98,7,wickets
India,New Zealand,no result,Colombo (RPS),23-06-98,8,wickets
Sri Lanka,India,Sri Lanka,Colombo (SSC),01-07-98,8,runs
India,New Zealand,no result,Colombo (SSC),03-07-98,48,runs
Sri Lanka,New Zealand,Sri Lanka,Colombo (SSC),05-07-98,87,runs
Sri Lanka,India,India,Colombo (RPS),07-07-98,6,runs
South Africa,Sri Lanka,Sri Lanka,Nottingham,14-08-98,57,runs
England,Sri Lanka,England,Lord's,16-08-98,36,runs
England,South Africa,South Africa,Birmingham,18-08-98,14,runs
England,Sri Lanka,Sri Lanka,Lord's,20-08-98,5,wickets
India,Pakistan,India,Toronto,12-09-98,6,wickets
India,Pakistan,Pakistan,Toronto,13-09-98,51,runs
India,Pakistan,Pakistan,Toronto,16-09-98,77,runs
India,Pakistan,Pakistan,Toronto,19-09-98,134,runs
India,Pakistan,Pakistan,Toronto,20-09-98,5,wickets
Zimbabwe,India,India,Bulawayo,26-09-98,8,wickets
Zimbabwe,India,India,Bulawayo,27-09-98,8,wickets
Zimbabwe,India,Zimbabwe,Harare,30-09-98,37,runs
New Zealand,Zimbabwe,New Zealand,Dhaka,24-10-98,5,wickets
England,South Africa,South Africa,Dhaka,25-10-98,6,wickets
New Zealand,Sri Lanka,Sri Lanka,Dhaka,26-10-98,5,wickets
Australia,India,India,Dhaka,28-10-98,44,runs
Pakistan,West Indies,West Indies,Dhaka,29-10-98,30,runs
South Africa,Sri Lanka,South Africa,Dhaka,30-10-98,92,runs
India,West Indies,West Indies,Dhaka,31-10-98,6,wickets
South Africa,West Indies,South Africa,Dhaka,01-11-98,4,wickets
Pakistan,Australia,Australia,Karachi,06-11-98,86,runs
India,Sri Lanka,India,Sharjah,06-11-98,3,wickets
Sri Lanka,Zimbabwe,Zimbabwe,Sharjah,07-11-98,7,wickets
Pakistan,Australia,Australia,Peshawar,08-11-98,5,wickets
India,Zimbabwe,India,Sharjah,08-11-98,7,wickets
India,Sri Lanka,India,Sharjah,09-11-98,81,runs
Sri Lanka,Zimbabwe,Zimbabwe,Sharjah,10-11-98,24,runs
Pakistan,Australia,Australia,Lahore,10-11-98,6,wickets
India,Zimbabwe,Zimbabwe,Sharjah,11-11-98,13,runs
India,Zimbabwe,India,Sharjah,13-11-98,10,wickets
Pakistan,Zimbabwe,Pakistan,Gujranwala,20-11-98,4,wickets
Pakistan,Zimbabwe,Zimbabwe,Sheikhupura,22-11-98,6,wickets
Pakistan,Zimbabwe,Pakistan,Rawalpindi,24-11-98,111,runs
New Zealand,India,New Zealand,Taupo,09-01-99,5,wickets
Australia,England,England,Brisbane,10-01-99,7,runs
England,Sri Lanka,England,Brisbane,11-01-99,4,wickets
New Zealand,India,India,Napier,12-01-99,2,wickets
Australia,Sri Lanka,Australia,Sydney,13-01-99,8,wickets
New Zealand,India,no result,Wellington,14-01-99,8,wickets
Australia,England,Australia,Melbourne,15-01-99,9,wickets
New Zealand,India,India,Auckland,16-01-99,5,wickets
Australia,England,England,Sydney,17-01-99,7,runs
England,Sri Lanka,England,Melbourne,19-01-99,7,wickets
New Zealand,India,New Zealand,Christchurch,19-01-99,70,runs
Australia,Sri Lanka,Sri Lanka,Hobart,21-01-99,3,wickets
South Africa,West Indies,South Africa,Johannesburg,22-01-99,2,wickets
England,Sri Lanka,Sri Lanka,Adelaide,23-01-99,1,wicket
South Africa,West Indies,West Indies,East London,24-01-99,43,runs
Australia,Sri Lanka,Australia,Adelaide,24-01-99,80,runs
Australia,England,Australia,Adelaide,26-01-99,16,runs
South Africa,West Indies,South Africa,Durban,27-01-99,55,runs
England,Sri Lanka,England,Perth,29-01-99,128,runs
South Africa,West Indies,South Africa,Port Elizabeth,30-01-99,99,runs
Australia,Sri Lanka,Australia,Perth,31-01-99,45,runs
South Africa,West Indies,South Africa,Cape Town,02-02-99,89,runs
England,Sri Lanka,Sri Lanka,Sydney,03-02-99,11,runs
Australia,England,Australia,Sydney,05-02-99,4,wickets
South Africa,West Indies,South Africa,Bloemfontein,05-02-99,114,runs
South Africa,West Indies,South Africa,Centurion,07-02-99,50,runs
Australia,Sri Lanka,Australia,Melbourne,07-02-99,43,runs
Australia,England,Australia,Sydney,10-02-99,10,runs
Australia,England,Australia,Melbourne,13-02-99,162,runs
New Zealand,South Africa,New Zealand,Dunedin,14-02-99,3,wickets
New Zealand,South Africa,South Africa,Christchurch,17-02-99,7,wickets
New Zealand,South Africa,New Zealand,Auckland,20-02-99,7,wickets
Bangladesh,Pakistan,Pakistan,Dhaka,16-03-99,152,runs
Pakistan,Sri Lanka,Pakistan,Jamshedpur,19-03-99,9,runs
Kenya,Zimbabwe,Zimbabwe,Dhaka,19-03-99,133,runs
Bangladesh,Kenya,Kenya,Dhaka,20-03-99,8,wickets
Bangladesh,Zimbabwe,Zimbabwe,Dhaka,21-03-99,126,runs
India,Sri Lanka,India,Nagpur,22-03-99,80,runs
Kenya,Zimbabwe,Zimbabwe,Dhaka,23-03-99,64,runs
India,Pakistan,Pakistan,Jaipur,24-03-99,143,runs
Bangladesh,Kenya,Kenya,Dhaka,24-03-99,73,runs
Bangladesh,Zimbabwe,Zimbabwe,Dhaka,25-03-99,3,wickets
New Zealand,South Africa,no result,Napier,25-03-99,3,wickets
New Zealand,South Africa,South Africa,Napier,26-03-99,2,wickets
Kenya,Zimbabwe,Zimbabwe,Dhaka,27-03-99,202,runs
New Zealand,South Africa,South Africa,Auckland,27-03-99,143,runs
Pakistan,Sri Lanka,Sri Lanka,Visakhapatnam,27-03-99,12,runs
New Zealand,South Africa,no result,Wellington,30-03-99,51,runs
India,Sri Lanka,India,Pune,30-03-99,51,runs
India,Pakistan,Pakistan,Mohali,01-04-99,7,wickets
India,Pakistan,Pakistan,Bengaluru,04-04-99,123,runs
England,Pakistan,Pakistan,Sharjah,07-04-99,90,runs
India,Pakistan,Pakistan,Sharjah,08-04-99,116,runs
England,India,India,Sharjah,09-04-99,20,runs
West Indies,Australia,West Indies,Kingstown,11-04-99,44,runs
England,India,India,Sharjah,11-04-99,9,runs
England,Pakistan,England,Sharjah,12-04-99,62,runs
India,Pakistan,India,Sharjah,13-04-99,6,wickets
West Indies,Australia,Australia,St George's,14-04-99,46,runs
India,Pakistan,Pakistan,Sharjah,16-04-99,8,wickets
West Indies,Australia,West Indies,Port of Spain,17-04-99,5,wickets
West Indies,Australia,Australia,Port of Spain,18-04-99,20,runs
West Indies,Australia,tied,Georgetown,21-04-99,12,runs
West Indies,Australia,Australia,Bridgetown,24-04-99,4,wickets
West Indies,Australia,West Indies,Bridgetown,25-04-99,8,wickets
England,Sri Lanka,England,Lord's,14-05-99,8,wickets
India,South Africa,South Africa,Hove,15-05-99,4,wickets
Kenya,Zimbabwe,Zimbabwe,Taunton,15-05-99,5,wickets
Australia,Scotland,Australia,Worcester,16-05-99,6,wickets
Pakistan,West Indies,Pakistan,Bristol,16-05-99,27,runs
Bangladesh,New Zealand,New Zealand,Chelmsford,17-05-99,6,wickets
England,Kenya,England,Canterbury,18-05-99,9,wickets
South Africa,Sri Lanka,South Africa,Northampton,19-05-99,89,runs
India,Zimbabwe,Zimbabwe,Leicester,19-05-99,3,runs
Pakistan,Scotland,Pakistan,Chester-le-Street,20-05-99,94,runs
Australia,New Zealand,New Zealand,Cardiff,20-05-99,5,wickets
Bangladesh,West Indies,West Indies,Dublin,21-05-99,7,wickets
England,South Africa,South Africa,The Oval,22-05-99,122,runs
Sri Lanka,Zimbabwe,Sri Lanka,Worcester,22-05-99,4,wickets
India,Kenya,India,Bristol,23-05-99,94,runs
Australia,Pakistan,Pakistan,Leeds,23-05-99,10,runs
Scotland,Bangladesh,Bangladesh,Edinburgh,24-05-99,22,runs
New Zealand,West Indies,West Indies,Southampton,24-05-99,7,wickets
England,Zimbabwe,England,Nottingham,25-05-99,7,wickets
Kenya,South Africa,South Africa,Amstelveen,26-05-99,7,wickets
India,Sri Lanka,India,Taunton,26-05-99,157,runs
Australia,Bangladesh,Australia,Chester-le-Street,27-05-99,7,wickets
Scotland,West Indies,West Indies,Leicester,27-05-99,8,wickets
New Zealand,Pakistan,Pakistan,Derby,28-05-99,62,runs
South Africa,Zimbabwe,Zimbabwe,Chelmsford,29-05-99,48,runs
Kenya,Sri Lanka,Sri Lanka,Southampton,30-05-99,45,runs
Australia,West Indies,Australia,Manchester,30-05-99,6,wickets
Bangladesh,Pakistan,Bangladesh,Northampton,31-05-99,62,runs
Scotland,New Zealand,New Zealand,Edinburgh,31-05-99,6,wickets
Australia,India,Australia,The Oval,04-06-99,77,runs
Pakistan,South Africa,South Africa,Nottingham,05-06-99,3,wickets
India,Pakistan,India,Manchester,08-06-99,47,runs
Australia,Zimbabwe,Australia,Lord's,09-06-99,44,runs
New Zealand,South Africa,South Africa,Birmingham,10-06-99,74,runs
Pakistan,Zimbabwe,Pakistan,The Oval,11-06-99,148,runs
India,New Zealand,New Zealand,Nottingham,12-06-99,5,wickets
Australia,South Africa,Australia,Leeds,13-06-99,5,wickets
New Zealand,Pakistan,Pakistan,Manchester,16-06-99,9,wickets
Australia,South Africa,tied,Birmingham,17-06-99,8,wickets
Australia,Pakistan,Australia,Lord's,20-06-99,8,wickets
Sri Lanka,Australia,Australia,Galle,22-08-99,50,runs
Australia,India,Australia,Galle,23-08-99,8,wickets
Sri Lanka,India,Sri Lanka,Colombo (RPS),25-08-99,7,wickets
Sri Lanka,Australia,Australia,Colombo (RPS),26-08-99,27,runs
